Товар,Единица_измерения,Количество_в_упаковке,Группа_товаров,Количество,Цена,Предоплата,Продавец,Город,Банк,Сумма
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,55,0.0,1.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,5,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,18,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,19,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,16,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,76,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,277,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,18,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,165,0.0,1.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,167,0.0,0.0,Единство,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,22,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,91,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,9,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,54,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,8,0.0,0.0,Норд,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,16,0.0,0.0,Плюс,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,193,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,5,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,45,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,22,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,11,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,22,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,44,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,18,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,9,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,61,0.0,0.0,Тор,Иркутск,Универсал,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,116,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,41,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,11,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,22,0.0,0.0,Успех,Иркутск,Богатырский,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,44,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,10,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,5,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,7,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,13,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
"Конфеты ""Визит""",Коробка,"0,6",Кондитерские изделия,25,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа манная,Мешок,50,Крупы,67,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,10,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,17,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,44,0.0,1.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,26,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,20,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа манная,Мешок,50,Крупы,21,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,69,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,35,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,24,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,152,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,64,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,18,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,18,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,22,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,8,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,13,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,7,0.0,1.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,16,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,180,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,8,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,34,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,56,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,15,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,45,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,10,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,36,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,120,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,5,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,11,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,24,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,9,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа манная,Мешок,50,Крупы,39,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа манная,Мешок,50,Крупы,16,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа манная,Мешок,50,Крупы,16,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа манная,Мешок,50,Крупы,11,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа манная,Мешок,50,Крупы,43,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,15,380.0,0.0,СибАтом,Ангарск,Надежный,5700.0
Крупа манная,Мешок,50,Крупы,23,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,37,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,7,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
Крупа манная,Мешок,50,Крупы,29,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,30,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,31,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,199,0.0,1.0,Тор,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,10,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа манная,Мешок,50,Крупы,52,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,129,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,22,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,11,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,10,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа манная,Мешок,50,Крупы,12,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа манная,Мешок,50,Крупы,16,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа манная,Мешок,50,Крупы,19,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа манная,Мешок,50,Крупы,36,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа манная,Мешок,50,Крупы,23,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,9,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,49,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,82,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,5,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,145,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,275,0.0,0.0,Вест,Шелехов,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,34,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,13,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,19,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,103,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,21,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,8,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,46,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,13,228.0,0.0,Гермес,Ангарск,Богатырский,2964.0
Крупа перловая,Мешок,50,Крупы,58,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,22,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,65,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,29,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,41,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,46,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,16,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,15,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,129,0.0,0.0,Единство,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,18,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,20,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,9,0.0,0.0,Норд,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,13,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,37,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа перловая,Мешок,50,Крупы,31,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа перловая,Мешок,50,Крупы,15,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа перловая,Мешок,50,Крупы,7,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Крупа перловая,Мешок,50,Крупы,41,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,68,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,276,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,127,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,18,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,16,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,19,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,64,300.0,0.0,Тор,Иркутск,Универсал,19200.0
Крупа перловая,Мешок,50,Крупы,65,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,33,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,62,0.0,0.0,Тор,Иркутск,Универсал,0.0
Крупа перловая,Мешок,50,Крупы,162,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,45,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,22,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Крупа перловая,Мешок,50,Крупы,18,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,33,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,150,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Крупа перловая,Мешок,50,Крупы,11,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Овсянка,Мешок,20,Крупы,98,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,16,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,31,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,180,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,8,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,123,0.0,1.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,21,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,6,0.0,0.0,Вест,Шелехов,Универсал,0.0
Овсянка,Мешок,20,Крупы,8,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,100,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,12,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,8,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,21,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,19,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,137,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,42,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,26,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,12,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,84,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,41,0.0,1.0,Гермес,Ангарск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,11,0.0,0.0,Единство,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,18,0.0,1.0,Единство,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,8,0.0,0.0,Единство,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,19,0.0,0.0,Норд,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,44,0.0,0.0,Норд,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,118,0.0,0.0,Норд,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,22,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,72,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,17,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,57,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,10,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,19,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,8,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,173,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Овсянка,Мешок,20,Крупы,22,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,45,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,24,0.0,1.0,СибАтом,Ангарск,Надежный,0.0
Овсянка,Мешок,20,Крупы,197,0.0,0.0,Тор,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,5,0.0,0.0,Тор,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,8,0.0,0.0,Тор,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,11,0.0,1.0,Тор,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,70,0.0,0.0,Тор,Иркутск,Универсал,0.0
Овсянка,Мешок,20,Крупы,14,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,94,450.0,0.0,Успех,Иркутск,Богатырский,42300.0
Овсянка,Мешок,20,Крупы,36,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,15,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,17,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,6,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Овсянка,Мешок,20,Крупы,27,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Овсянка,Мешок,20,Крупы,92,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Овсянка,Мешок,20,Крупы,50,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Овсянка,Мешок,20,Крупы,5,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Овсянка,Мешок,20,Крупы,10,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,15,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,177,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,63,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,74,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,16,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,46,0.0,1.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,18,0.0,0.0,Вест,Шелехов,Универсал,0.0
Пшено,Мешок,50,Крупы,24,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,10,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,183,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,19,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,294,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,14,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Пшено,Мешок,50,Крупы,36,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Пшено,Мешок,50,Крупы,32,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Пшено,Мешок,50,Крупы,76,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Пшено,Мешок,50,Крупы,23,0.0,0.0,Единство,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,16,0.0,0.0,Единство,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,20,0.0,0.0,Единство,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,227,0.0,0.0,Единство,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,89,0.0,0.0,Норд,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,58,0.0,0.0,Норд,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,31,0.0,0.0,Норд,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,33,0.0,0.0,Норд,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,29,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,20,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,29,0.0,0.0,Плюс,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,8,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Пшено,Мешок,50,Крупы,28,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Пшено,Мешок,50,Крупы,63,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Пшено,Мешок,50,Крупы,9,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Пшено,Мешок,50,Крупы,7,0.0,0.0,Ромашка,Шелехов,Гарант,0.0
Пшено,Мешок,50,Крупы,38,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,48,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,5,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,77,0.0,0.0,СибАтом,Ангарск,Надежный,0.0
Пшено,Мешок,50,Крупы,7,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,52,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,17,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,64,0.0,1.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,27,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,12,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,24,0.0,0.0,Тор,Иркутск,Универсал,0.0
Пшено,Мешок,50,Крупы,49,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,12,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,40,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,175,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,193,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,221,0.0,0.0,Успех,Иркутск,Богатырский,0.0
Пшено,Мешок,50,Крупы,7,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,28,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,188,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,44,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,66,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,82,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Пшено,Мешок,50,Крупы,32,0.0,0.0,Фокус,Слюдянка,Надежный,0.0
Рис,Мешок,50,Крупы,17,0.0,0.0,Вест,Шелехов,Универсал,0.0
Рис,Мешок,50,Крупы,14,0.0,0.0,Вест,Шелехов,Универсал,0.0
Рис,Мешок,50,Крупы,236,0.0,0.0,Вест,Шелехов,Универсал,0.0
Рис,Мешок,50,Крупы,10,0.0,0.0,Вест,Шелехов,Универсал,0.0
Рис,Мешок,50,Крупы,10,0.0,1.0,Вест,Шелехов,Универсал,0.0
Рис,Мешок,50,Крупы,14,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,263,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,30,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,263,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,24,0.0,0.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,63,0.0,1.0,Геракл,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,183,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,11,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,49,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,5,0.0,1.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,16,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,87,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,14,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,18,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,44,0.0,0.0,Гермес,Ангарск,Богатырский,0.0
Рис,Мешок,50,Крупы,9,0.0,0.0,Единство,Ангарск,Надежный,0.0
Рис,Мешок,50,Крупы,6,0.0,0.0,Единство,Ангарск,Надежный,0.0
Рис,Мешок,50,Крупы,185,0.0,1.0,Единство,Ангарск,Надежный,0.0
Рис,Мешок,50,Крупы,13,0.0,0.0,Единство,Ангарск,Надежный,0.0
Рис,Мешок,50,Крупы,6,0.0,0.0,Норд,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,148,0.0,0.0,Норд,Иркутск,Универсал,0.0
Рис,Мешок,50,Крупы,12,0.0,0.0,Норд,Иркутск,Универсал,0.0
